race_id,track,total_laps,track_temp,pit_lane_time,base_lap_time,lap_band,temp_band,unique_sequence_count,two_stop_drivers,top_sequence,top_sequence_count,soft_share,medium_share,hard_share,soft_hard_share,medium_hard_share,hard_medium_share,medium_soft_share,soft_medium_share,is_challenge,challenge_score
R22179,COTA,51.0,28.0,22.4,88.2,mid,mild,11.0,6.0,HARD>MEDIUM,3.0,0.3,0.35,0.35,0.05,0.1,0.15,0.15,0.15,0,0.002791962343994754
R27871,Suzuka,50.0,41.0,22.9,91.8,mid,hot,11.0,8.0,SOFT>MEDIUM,4.0,0.35,0.4,0.25,0.05,0.15,0.0,0.1,0.2,0,0.00279184860364747
R06346,COTA,48.0,32.0,22.5,85.9,mid,warm,6.0,0.0,HARD>SOFT,6.0,0.4,0.15,0.45,0.2,0.1,0.15,0.05,0.2,0,0.0027915235614706002
R27252,Spa,61.0,40.0,23.7,89.8,long,hot,7.0,2.0,SOFT>MEDIUM,7.0,0.55,0.2,0.25,0.2,0.15,0.15,0.0,0.35,0,0.0027914476548856313
R11686,Spa,48.0,28.0,23.7,91.9,mid,mild,6.0,0.0,SOFT>MEDIUM,6.0,0.5,0.15,0.35,0.2,0.05,0.2,0.1,0.3,0,0.0027907761011064774
R28105,Monaco,56.0,23.0,20.1,87.3,long,cool,9.0,6.0,SOFT>MEDIUM,4.0,0.35,0.3,0.35,0.1,0.0,0.1,0.15,0.2,0,0.002790663097020203
R04040,Monaco,36.0,31.0,22.2,92.0,mid_short,warm,4.0,0.0,SOFT>HARD,7.0,0.35,0.3,0.35,0.35,0.3,0.3,0.0,0.0,0,0.0027901764481663856
R16755,COTA,41.0,28.0,23.3,84.8,mid_short,mild,6.0,0.0,SOFT>HARD,6.0,0.5,0.2,0.3,0.3,0.05,0.1,0.15,0.2,0,0.002789963961560431
R21660,Spa,60.0,22.0,21.1,85.6,long,cool,7.0,5.0,MEDIUM>SOFT,6.0,0.2,0.45,0.35,0.05,0.0,0.15,0.3,0.15,0,0.002789769049536095
R15708,COTA,45.0,34.0,24.0,86.0,mid_short,warm,6.0,0.0,SOFT>HARD,5.0,0.5,0.2,0.3,0.25,0.15,0.1,0.05,0.25,0,0.002789049170842035
R25316,Spa,64.0,31.0,21.5,83.5,long,warm,11.0,8.0,MEDIUM>SOFT,4.0,0.25,0.6,0.15,0.05,0.1,0.05,0.2,0.1,0,0.0027888425863435
R19146,COTA,53.0,30.0,20.1,93.0,mid,mild,5.0,0.0,HARD>MEDIUM,5.0,0.4,0.15,0.45,0.2,0.0,0.25,0.15,0.2,0,0.002788473462289316
R24666,Spa,62.0,36.0,20.3,87.8,long,warm,10.0,6.0,SOFT>MEDIUM,4.0,0.5,0.35,0.15,0.15,0.2,0.1,0.05,0.2,0,0.0027882481373410423
R17291,Silverstone,46.0,32.0,22.2,85.0,mid,warm,6.0,0.0,HARD>MEDIUM,5.0,0.25,0.25,0.5,0.05,0.2,0.25,0.05,0.2,0,0.0027881212424161065
R11980,Bahrain,50.0,33.0,22.8,89.3,mid,warm,6.0,0.0,SOFT>MEDIUM,5.0,0.45,0.4,0.15,0.2,0.15,0.05,0.25,0.25,0,0.0027880621086050703
R24128,Spa,70.0,42.0,22.7,88.2,long,hot,8.0,4.0,SOFT>MEDIUM,6.0,0.35,0.4,0.25,0.05,0.2,0.1,0.15,0.3,0,0.002787928211065673
R20663,Bahrain,51.0,34.0,22.9,92.1,mid,warm,6.0,0.0,MEDIUM>SOFT,7.0,0.1,0.6,0.3,0.05,0.25,0.15,0.35,0.05,0,0.002787485355985245
R16157,Silverstone,41.0,28.0,21.5,90.0,mid_short,mild,6.0,0.0,SOFT>HARD,7.0,0.55,0.25,0.2,0.35,0.15,0.1,0.1,0.2,0,0.002787310000789803
R05258,Suzuka,40.0,31.0,21.4,89.0,mid_short,warm,2.0,0.0,HARD>MEDIUM,11.0,0.0,0.45,0.55,0.0,0.45,0.55,0.0,0.0,0,0.002787307699771288
R05795,Monaco,38.0,33.0,23.4,85.8,mid_short,warm,4.0,0.0,HARD>MEDIUM,10.0,0.1,0.25,0.65,0.1,0.25,0.5,0.0,0.0,0,0.0027864888017156393
R05023,COTA,29.0,32.0,23.9,83.0,short,warm,4.0,0.0,MEDIUM>HARD,9.0,0.2,0.45,0.35,0.2,0.45,0.15,0.0,0.0,0,0.002786175710043207
R11894,Bahrain,47.0,27.0,20.3,83.4,mid,mild,5.0,0.0,SOFT>HARD,5.0,0.25,0.4,0.35,0.25,0.2,0.15,0.2,0.0,0,0.002786138453088781
R25542,COTA,52.0,19.0,21.6,92.1,mid,cool,11.0,6.0,MEDIUM>HARD,5.0,0.35,0.4,0.25,0.2,0.25,0.0,0.05,0.1,0,0.0027857998165589848
R19712,Monaco,47.0,34.0,22.4,91.5,mid,warm,6.0,0.0,SOFT>MEDIUM,6.0,0.5,0.25,0.25,0.2,0.1,0.15,0.15,0.3,0,0.002785483536162985
R09867,COTA,52.0,28.0,21.9,92.8,mid,mild,6.0,0.0,SOFT>MEDIUM,5.0,0.35,0.5,0.15,0.1,0.25,0.1,0.25,0.25,0,0.0027851603368259023
R01728,Spa,27.0,29.0,23.2,83.8,short,mild,5.0,0.0,SOFT>HARD,7.0,0.5,0.2,0.3,0.35,0.2,0.1,0.0,0.15,0,0.002784887531642557
R09270,COTA,55.0,33.0,22.9,94.1,mid,warm,6.0,0.0,HARD>SOFT,6.0,0.3,0.15,0.55,0.1,0.1,0.25,0.05,0.2,0,0.0027848423820892245
R08843,Monza,47.0,32.0,22.4,93.7,mid,warm,6.0,0.0,SOFT>HARD,5.0,0.45,0.3,0.25,0.25,0.1,0.15,0.2,0.2,0,0.0027845283663607994
R20941,Bahrain,53.0,30.0,20.8,85.2,mid,mild,6.0,0.0,SOFT>MEDIUM,7.0,0.5,0.3,0.2,0.15,0.15,0.05,0.15,0.35,0,0.0027844709196012374
R04512,Monza,34.0,31.0,21.3,86.1,short,warm,4.0,0.0,SOFT>HARD,9.0,0.45,0.25,0.3,0.45,0.25,0.15,0.0,0.0,0,0.0027843071110651586
R19838,Silverstone,51.0,34.0,22.2,94.5,mid,warm,6.0,0.0,HARD>MEDIUM,5.0,0.4,0.2,0.4,0.15,0.1,0.25,0.1,0.25,0,0.0027842970190443132
R25534,Monza,59.0,34.0,20.2,94.8,long,warm,13.0,8.0,HARD>MEDIUM,3.0,0.35,0.3,0.35,0.1,0.1,0.15,0.1,0.1,0,0.002783828773149783
R16933,Silverstone,48.0,31.0,23.3,80.5,mid,warm,5.0,0.0,HARD>MEDIUM,7.0,0.2,0.25,0.55,0.1,0.25,0.35,0.0,0.1,0,0.002783558494132111
R20564,Silverstone,54.0,30.0,20.1,89.1,mid,mild,5.0,0.0,HARD>MEDIUM,7.0,0.15,0.25,0.6,0.15,0.15,0.35,0.1,0.0,0,0.002783545204270332
R09132,Bahrain,55.0,34.0,22.4,94.3,mid,warm,6.0,0.0,HARD>SOFT,6.0,0.35,0.3,0.35,0.2,0.1,0.05,0.2,0.15,0,0.0027834347606090284
R03082,Spa,37.0,31.0,22.7,94.4,mid_short,warm,4.0,0.0,HARD>MEDIUM,7.0,0.3,0.3,0.4,0.3,0.3,0.35,0.0,0.0,0,0.002783275677897224
R20401,Bahrain,49.0,32.0,20.3,84.8,mid,warm,6.0,0.0,SOFT>MEDIUM,5.0,0.35,0.35,0.3,0.1,0.2,0.1,0.15,0.25,0,0.0027830209922541853
R23955,Bahrain,53.0,29.0,21.6,85.0,mid,mild,12.0,8.0,HARD>MEDIUM,3.0,0.2,0.5,0.3,0.1,0.1,0.15,0.15,0.05,0,0.0027828025714398455
R16816,Monza,54.0,31.0,20.0,88.7,mid,warm,6.0,0.0,SOFT>MEDIUM,6.0,0.35,0.35,0.3,0.05,0.15,0.05,0.2,0.3,0,0.002782710984277035
R28216,COTA,42.0,39.0,22.9,94.2,mid_short,hot,13.0,8.0,HARD>MEDIUM,4.0,0.25,0.35,0.4,0.15,0.1,0.2,0.05,0.05,0,0.0027822446317593568
R27777,COTA,40.0,28.0,20.7,94.8,mid_short,mild,12.0,7.0,SOFT>MEDIUM,4.0,0.45,0.35,0.2,0.1,0.15,0.1,0.05,0.2,0,0.0027819314857633246
R29205,Spa,48.0,18.0,20.8,81.7,mid,cool,9.0,4.0,SOFT>HARD,4.0,0.3,0.35,0.35,0.2,0.2,0.1,0.1,0.1,0,0.002781855006621227
R21225,Spa,45.0,32.0,23.0,82.2,mid_short,warm,11.0,5.0,SOFT>HARD,4.0,0.3,0.45,0.25,0.2,0.2,0.05,0.15,0.05,0,0.0027817083797292046
R27857,Silverstone,60.0,30.0,23.7,84.5,long,mild,10.0,5.0,SOFT>HARD,5.0,0.45,0.35,0.2,0.25,0.2,0.15,0.05,0.1,0,0.0027816858620713356
R12690,COTA,54.0,30.0,22.3,87.9,mid,mild,6.0,0.0,SOFT>HARD,5.0,0.35,0.2,0.45,0.25,0.15,0.25,0.05,0.1,0,0.002781419729252551
R01951,Monza,31.0,28.0,22.1,88.9,short,mild,4.0,0.0,SOFT>HARD,9.0,0.45,0.3,0.25,0.45,0.3,0.1,0.0,0.0,0,0.0027813910128957134
R06009,Monza,52.0,29.0,22.3,93.0,mid,mild,4.0,0.0,MEDIUM>SOFT,8.0,0.15,0.65,0.2,0.0,0.25,0.0,0.4,0.15,0,0.002781201412855903
R23750,Silverstone,49.0,23.0,21.5,88.6,mid,cool,8.0,3.0,SOFT>HARD,6.0,0.55,0.35,0.1,0.3,0.15,0.0,0.2,0.15,0,0.0027811721762477973
R11577,COTA,54.0,33.0,23.2,89.3,mid,warm,6.0,0.0,MEDIUM>SOFT,8.0,0.25,0.5,0.25,0.15,0.1,0.2,0.4,0.1,0,0.00278106516494018
R11664,Bahrain,55.0,34.0,23.9,92.7,mid,warm,6.0,0.0,SOFT>HARD,4.0,0.35,0.25,0.4,0.2,0.1,0.2,0.15,0.15,0,0.0027809778910510233
R16632,Suzuka,51.0,28.0,23.7,89.0,mid,mild,5.0,0.0,SOFT>HARD,6.0,0.45,0.4,0.15,0.3,0.15,0.0,0.25,0.15,0,0.00278067181868482
R04050,Silverstone,31.0,33.0,21.4,90.0,short,warm,4.0,0.0,SOFT>HARD,7.0,0.35,0.35,0.3,0.35,0.35,0.25,0.0,0.0,0,0.0027803513294127266
R07462,Monza,53.0,27.0,20.3,94.9,mid,mild,6.0,0.0,SOFT>MEDIUM,7.0,0.45,0.25,0.3,0.1,0.2,0.1,0.05,0.35,0,0.0027797438648922237
R28265,COTA,69.0,28.0,22.1,80.2,long,mild,11.0,6.0,HARD>SOFT,5.0,0.3,0.2,0.5,0.15,0.05,0.05,0.1,0.1,0,0.0027794927020651575
R08631,Spa,44.0,34.0,22.1,91.3,mid_short,warm,6.0,0.0,HARD>MEDIUM,9.0,0.2,0.25,0.55,0.1,0.05,0.45,0.2,0.1,0,0.0027780019931958667
R16349,COTA,52.0,27.0,22.3,94.8,mid,mild,6.0,0.0,SOFT>MEDIUM,5.0,0.45,0.2,0.35,0.2,0.05,0.2,0.15,0.25,0,0.0027778196434448473
R05676,Bahrain,27.0,33.0,23.1,90.2,short,warm,5.0,0.0,MEDIUM>HARD,9.0,0.2,0.45,0.35,0.15,0.45,0.15,0.0,0.05,0,0.0027774669499476966
R08276,Bahrain,47.0,32.0,21.3,87.1,mid,warm,5.0,0.0,SOFT>MEDIUM,6.0,0.55,0.15,0.3,0.25,0.0,0.2,0.15,0.3,0,0.0027772385401891348
R09886,COTA,35.0,27.0,21.5,81.6,short,mild,5.0,0.0,SOFT>MEDIUM,8.0,0.55,0.25,0.2,0.15,0.1,0.0,0.15,0.4,0,0.0027764738768087296
R05407,Silverstone,26.0,31.0,22.2,87.3,short,warm,5.0,0.0,HARD>MEDIUM,8.0,0.2,0.2,0.6,0.0,0.15,0.4,0.05,0.2,0,0.0027764733933844797
R22358,Bahrain,61.0,30.0,22.0,87.3,long,mild,11.0,6.0,HARD>MEDIUM,5.0,0.25,0.35,0.4,0.05,0.1,0.25,0.05,0.1,0,0.002776130967136602
R23232,Bahrain,50.0,34.0,20.2,84.5,mid,warm,10.0,5.0,HARD>MEDIUM,4.0,0.3,0.35,0.35,0.2,0.0,0.2,0.2,0.05,0,0.002776031448247261
R24341,Bahrain,64.0,36.0,22.0,86.0,long,warm,12.0,6.0,MEDIUM>SOFT,5.0,0.25,0.4,0.35,0.1,0.05,0.05,0.25,0.05,0,0.0027753256374639297
R18729,Spa,39.0,34.0,21.0,93.4,mid_short,warm,5.0,0.0,SOFT>MEDIUM,6.0,0.3,0.45,0.25,0.0,0.15,0.2,0.3,0.3,0,0.002775224414751295
R07757,COTA,54.0,27.0,21.9,93.5,mid,mild,6.0,0.0,HARD>SOFT,6.0,0.2,0.4,0.4,0.1,0.2,0.1,0.2,0.1,0,0.0027748230815727577
R26534,Bahrain,59.0,38.0,22.8,91.8,long,hot,10.0,6.0,SOFT>HARD,4.0,0.5,0.4,0.1,0.2,0.2,0.05,0.05,0.2,0,0.002774791816522753
R15897,Bahrain,52.0,34.0,23.5,87.1,mid,warm,6.0,0.0,MEDIUM>SOFT,9.0,0.2,0.6,0.2,0.1,0.15,0.15,0.45,0.1,0,0.0027747297872693383
R18291,Suzuka,52.0,27.0,23.4,93.9,mid,mild,6.0,0.0,SOFT>HARD,6.0,0.45,0.15,0.4,0.3,0.1,0.15,0.05,0.15,0,0.002774574218345276
R07062,COTA,54.0,34.0,20.1,85.5,mid,warm,6.0,0.0,MEDIUM>HARD,7.0,0.3,0.5,0.2,0.15,0.35,0.05,0.15,0.15,0,0.002774450638330374
R10872,COTA,40.0,27.0,23.2,94.4,mid_short,mild,6.0,0.0,MEDIUM>HARD,8.0,0.1,0.45,0.45,0.05,0.4,0.2,0.05,0.05,0,0.0027743853023397703
R16662,Silverstone,43.0,34.0,23.0,94.0,mid_short,warm,6.0,0.0,SOFT>HARD,6.0,0.55,0.25,0.2,0.3,0.2,0.15,0.05,0.25,0,0.0027742077401560284
R22938,Suzuka,58.0,21.0,21.8,92.9,long,cool,11.0,7.0,SOFT>MEDIUM,4.0,0.35,0.45,0.2,0.1,0.1,0.05,0.1,0.2,0,0.0027738092660490304
R25773,Spa,61.0,32.0,20.6,80.1,long,warm,11.0,7.0,SOFT>MEDIUM,4.0,0.5,0.35,0.15,0.15,0.1,0.05,0.1,0.2,0,0.002773342178191366
R11614,Silverstone,52.0,28.0,23.3,93.0,mid,mild,6.0,0.0,HARD>MEDIUM,7.0,0.25,0.2,0.55,0.15,0.1,0.35,0.1,0.1,0,0.00277326577314632
R18642,Silverstone,48.0,27.0,22.2,88.6,mid,mild,6.0,0.0,SOFT>HARD,5.0,0.45,0.25,0.3,0.25,0.2,0.15,0.05,0.2,0,0.0027732368886566406
R03896,Suzuka,39.0,32.0,21.0,84.6,mid_short,warm,3.0,0.0,MEDIUM>HARD,13.0,0.05,0.65,0.3,0.05,0.65,0.3,0.0,0.0,0,0.002772731380529388
R01011,Bahrain,40.0,30.0,21.0,89.6,mid_short,mild,2.0,0.0,HARD>MEDIUM,10.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0,0.002772515058021009
R24261,Suzuka,49.0,39.0,20.9,90.2,mid,hot,12.0,10.0,SOFT>MEDIUM,3.0,0.35,0.45,0.2,0.1,0.05,0.0,0.15,0.15,0,0.0027721446880915714
R14714,Spa,50.0,33.0,23.5,93.3,mid,warm,6.0,0.0,HARD>MEDIUM,6.0,0.3,0.35,0.35,0.2,0.1,0.3,0.25,0.1,0,0.002772047772504464
R05959,Bahrain,25.0,28.0,23.7,94.4,short,mild,6.0,0.0,SOFT>HARD,7.0,0.45,0.25,0.3,0.35,0.2,0.2,0.05,0.1,0,0.0027717978852752957
R07806,Spa,51.0,33.0,23.9,81.9,mid,warm,6.0,0.0,SOFT>HARD,5.0,0.3,0.3,0.4,0.25,0.2,0.2,0.1,0.05,0,0.002771134847598328
R08308,Monza,40.0,33.0,21.4,88.1,mid_short,warm,6.0,0.0,HARD>SOFT,9.0,0.25,0.2,0.55,0.15,0.15,0.1,0.05,0.1,0,0.0027709943287313383
R10795,Bahrain,51.0,33.0,20.7,93.4,mid,warm,6.0,0.0,HARD>SOFT,6.0,0.2,0.35,0.45,0.1,0.2,0.15,0.15,0.1,0,0.0027709106830525933
R19233,Spa,45.0,34.0,21.4,83.2,mid_short,warm,5.0,0.0,SOFT>MEDIUM,7.0,0.35,0.25,0.4,0.0,0.2,0.15,0.05,0.35,0,0.0027707029009005706
R20850,COTA,52.0,33.0,22.8,84.5,mid,warm,6.0,0.0,SOFT>HARD,4.0,0.35,0.4,0.25,0.2,0.2,0.15,0.2,0.15,0,0.0027703284934308074
R01940,COTA,30.0,29.0,20.8,90.3,short,mild,4.0,0.0,MEDIUM>HARD,9.0,0.35,0.45,0.2,0.35,0.45,0.05,0.0,0.0,0,0.0027702364598559603
R25827,Monaco,47.0,38.0,21.4,94.1,mid,hot,10.0,11.0,MEDIUM>HARD,4.0,0.2,0.5,0.3,0.1,0.2,0.15,0.0,0.0,0,0.0027701502508353285
R00913,Silverstone,40.0,33.0,21.2,81.6,mid_short,warm,2.0,0.0,MEDIUM>HARD,12.0,0.0,0.6,0.4,0.0,0.6,0.4,0.0,0.0,0,0.0027700233101527493
R06147,Bahrain,52.0,34.0,20.4,89.8,mid,warm,6.0,0.0,HARD>MEDIUM,6.0,0.25,0.25,0.5,0.15,0.1,0.3,0.15,0.1,0,0.0027699201096873954
R15401,Spa,48.0,33.0,23.2,91.8,mid,warm,6.0,0.0,SOFT>MEDIUM,5.0,0.3,0.35,0.35,0.05,0.2,0.25,0.15,0.25,0,0.0027698506745485476
R14307,Silverstone,47.0,30.0,23.7,90.6,mid,mild,6.0,0.0,HARD>SOFT,7.0,0.4,0.1,0.5,0.1,0.05,0.15,0.05,0.3,0,0.0027696765489210132
R26680,COTA,51.0,34.0,22.2,90.7,mid,warm,10.0,10.0,MEDIUM>SOFT>HARD,3.0,0.45,0.25,0.3,0.1,0.0,0.15,0.1,0.15,0,0.0027693666206538513
R22066,COTA,64.0,33.0,22.4,90.0,long,warm,11.0,7.0,HARD>SOFT,3.0,0.3,0.35,0.35,0.05,0.15,0.05,0.15,0.1,0,0.002769271886161546
R07969,COTA,48.0,29.0,21.7,94.7,mid,mild,6.0,0.0,HARD>MEDIUM,5.0,0.35,0.3,0.35,0.15,0.15,0.25,0.15,0.2,0,0.0027692204201591837
R26032,Bahrain,64.0,31.0,22.9,84.3,long,warm,8.0,5.0,MEDIUM>SOFT,4.0,0.2,0.6,0.2,0.05,0.15,0.05,0.2,0.15,0,0.0027692083398609115
R23893,Monza,70.0,33.0,22.5,89.9,long,warm,9.0,7.0,SOFT>MEDIUM,5.0,0.6,0.15,0.25,0.15,0.0,0.0,0.1,0.25,0,0.0027683510198922142
R25442,Spa,59.0,22.0,20.4,82.9,long,cool,9.0,5.0,SOFT>HARD,6.0,0.45,0.4,0.15,0.3,0.25,0.1,0.05,0.05,0,0.0027682369728564277
R03647,COTA,31.0,33.0,23.1,85.0,short,warm,4.0,0.0,SOFT>HARD,6.0,0.3,0.3,0.4,0.3,0.3,0.25,0.0,0.0,0,0.002768109483296209
R19453,Silverstone,54.0,30.0,21.2,94.2,mid,mild,5.0,0.0,HARD>MEDIUM,6.0,0.3,0.15,0.55,0.15,0.15,0.3,0.0,0.15,0,0.002768086011392105
R01762,Spa,37.0,28.0,21.8,89.5,mid_short,mild,3.0,0.0,MEDIUM>HARD,11.0,0.2,0.55,0.25,0.2,0.55,0.25,0.0,0.0,0,0.002768077598948122
R04936,Bahrain,30.0,28.0,22.3,93.6,short,mild,4.0,0.0,MEDIUM>HARD,10.0,0.25,0.5,0.25,0.25,0.5,0.1,0.0,0.0,0,0.0027680083118913497
R16842,Bahrain,48.0,31.0,20.1,81.1,mid,warm,5.0,0.0,HARD>MEDIUM,6.0,0.1,0.35,0.55,0.0,0.1,0.3,0.25,0.1,0,0.002767981768193196
R26938,Bahrain,55.0,30.0,20.0,82.2,mid,mild,8.0,4.0,SOFT>HARD,4.0,0.3,0.3,0.4,0.2,0.05,0.2,0.1,0.1,0,0.002767022667857177
R28541,COTA,44.0,30.0,20.9,92.5,mid_short,mild,10.0,7.0,HARD>SOFT,6.0,0.35,0.15,0.5,0.1,0.1,0.1,0.0,0.05,0,0.002766819067395023
R25593,Silverstone,46.0,41.0,23.0,91.7,mid,hot,10.0,6.0,HARD>SOFT,4.0,0.3,0.3,0.4,0.1,0.1,0.0,0.15,0.15,0,0.0027665604059760977
R12820,COTA,51.0,30.0,20.5,88.6,mid,mild,6.0,0.0,SOFT>MEDIUM,5.0,0.4,0.25,0.35,0.15,0.15,0.15,0.1,0.25,0,0.0027658244499456806
R22199,Monza,63.0,32.0,21.0,91.1,long,warm,13.0,8.0,SOFT>MEDIUM,3.0,0.3,0.3,0.4,0.05,0.05,0.15,0.15,0.15,0,0.002765442018183686
R28478,Monaco,64.0,37.0,20.6,92.1,long,hot,10.0,7.0,MEDIUM>HARD,5.0,0.15,0.5,0.35,0.1,0.25,0.05,0.05,0.05,0,0.0027653958166186706
R05996,Spa,28.0,33.0,22.1,90.6,short,warm,5.0,0.0,SOFT>HARD,7.0,0.35,0.3,0.35,0.35,0.25,0.3,0.05,0.0,0,0.0027649430460656046
R28679,Spa,53.0,42.0,23.3,87.4,mid,hot,8.0,7.0,MEDIUM>SOFT>MEDIUM,4.0,0.25,0.35,0.4,0.2,0.05,0.05,0.1,0.05,0,0.0027647448733985292
R09082,Bahrain,55.0,29.0,22.9,91.6,mid,mild,6.0,0.0,SOFT>HARD,6.0,0.35,0.3,0.35,0.3,0.2,0.2,0.1,0.05,0,0.0027646765591568976
R06515,Monza,55.0,34.0,22.0,92.2,mid,warm,6.0,0.0,SOFT>HARD,6.0,0.4,0.4,0.2,0.3,0.15,0.1,0.25,0.1,0,0.0027646574086352296
R09744,Bahrain,41.0,31.0,23.2,90.8,mid_short,warm,5.0,0.0,HARD>SOFT,7.0,0.45,0.2,0.35,0.2,0.1,0.0,0.1,0.25,0,0.002764622471356656
R06410,Bahrain,52.0,33.0,21.9,88.4,mid,warm,6.0,0.0,SOFT>MEDIUM,5.0,0.4,0.3,0.3,0.15,0.2,0.1,0.1,0.25,0,0.002764554646025026
R20340,Spa,43.0,33.0,22.0,94.6,mid_short,warm,6.0,0.0,SOFT>MEDIUM,5.0,0.3,0.3,0.4,0.05,0.15,0.15,0.15,0.25,0,0.0027639769908914895
R24174,Bahrain,67.0,22.0,22.5,90.3,long,cool,12.0,6.0,SOFT>MEDIUM,5.0,0.35,0.3,0.35,0.1,0.1,0.15,0.05,0.25,0,0.002763704371864063
R20368,Suzuka,53.0,31.0,22.7,90.8,mid,warm,5.0,0.0,HARD>SOFT,7.0,0.25,0.4,0.35,0.15,0.2,0.0,0.2,0.1,0,0.0027636365668033676
R12439,Suzuka,51.0,27.0,22.2,92.9,mid,mild,6.0,0.0,SOFT>HARD,6.0,0.45,0.25,0.3,0.3,0.2,0.1,0.05,0.15,0,0.002763520485614991
R21547,COTA,44.0,33.0,22.8,83.8,mid_short,warm,10.0,6.0,HARD>MEDIUM,5.0,0.3,0.2,0.5,0.1,0.15,0.25,0.0,0.1,0,0.0027634530366727056
R17681,Silverstone,41.0,33.0,22.5,85.8,mid_short,warm,6.0,0.0,SOFT>HARD,6.0,0.45,0.2,0.35,0.3,0.1,0.15,0.1,0.15,0,0.002762938220323915
R04335,Spa,40.0,28.0,21.3,80.3,mid_short,mild,2.0,0.0,MEDIUM>HARD,13.0,0.0,0.65,0.35,0.0,0.65,0.35,0.0,0.0,0,0.0027628859250694074
R03857,Spa,40.0,33.0,21.4,80.7,mid_short,warm,2.0,0.0,MEDIUM>HARD,12.0,0.0,0.6,0.4,0.0,0.6,0.4,0.0,0.0,0,0.0027625689681397697
R12686,Monza,55.0,34.0,22.2,92.1,mid,warm,6.0,0.0,SOFT>HARD,7.0,0.5,0.2,0.3,0.35,0.1,0.2,0.1,0.15,0,0.0027623672302858637
R10395,Bahrain,48.0,28.0,20.6,84.6,mid,mild,6.0,0.0,SOFT>HARD,6.0,0.5,0.3,0.2,0.3,0.1,0.1,0.2,0.2,0,0.0027622209007686794
R05925,COTA,25.0,33.0,21.9,81.1,short,warm,6.0,0.0,SOFT>MEDIUM,7.0,0.6,0.25,0.15,0.25,0.2,0.05,0.05,0.35,0,0.0027617171351121184
R19274,Spa,51.0,33.0,22.3,88.7,mid,warm,6.0,0.0,SOFT>HARD,5.0,0.45,0.3,0.25,0.25,0.15,0.2,0.15,0.2,0,0.0027609937424345355
R25370,COTA,43.0,33.0,22.0,87.8,mid_short,warm,9.0,4.0,MEDIUM>HARD,5.0,0.15,0.35,0.5,0.05,0.25,0.15,0.1,0.1,0,0.0027608925121236196
R10831,Suzuka,50.0,33.0,23.6,91.5,mid,warm,6.0,0.0,SOFT>HARD,5.0,0.35,0.3,0.35,0.25,0.1,0.15,0.2,0.1,0,0.0027607074390385046
R21737,Monaco,40.0,40.0,23.8,93.3,mid_short,hot,11.0,8.0,SOFT>HARD,5.0,0.5,0.3,0.2,0.25,0.05,0.0,0.1,0.1,0,0.0027605342746924006
R06964,Spa,55.0,30.0,23.1,91.1,mid,mild,5.0,0.0,SOFT>HARD,6.0,0.6,0.3,0.1,0.3,0.05,0.1,0.25,0.3,0,0.0027604925907009276
R19384,Spa,51.0,33.0,22.6,94.1,mid,warm,6.0,0.0,HARD>MEDIUM,6.0,0.3,0.35,0.35,0.2,0.2,0.3,0.15,0.1,0,0.0027603225109873197
R24386,Bahrain,47.0,39.0,22.1,92.0,mid,hot,12.0,7.0,MEDIUM>HARD,5.0,0.1,0.5,0.4,0.0,0.25,0.1,0.1,0.05,0,0.0027600872353877805
R27452,Suzuka,47.0,28.0,22.0,82.2,mid,mild,11.0,6.0,SOFT>MEDIUM,5.0,0.35,0.25,0.4,0.05,0.1,0.1,0.1,0.25,0,0.0027599790190402426
R21192,Suzuka,53.0,33.0,20.3,83.0,mid,warm,12.0,6.0,SOFT>HARD,6.0,0.5,0.3,0.2,0.3,0.05,0.05,0.2,0.05,0,0.002759265166457962
R05690,Silverstone,37.0,32.0,23.3,88.8,mid_short,warm,4.0,0.0,HARD>MEDIUM,8.0,0.2,0.3,0.5,0.2,0.3,0.4,0.0,0.0,0,0.00275915970311219
R26038,Monza,57.0,26.0,23.9,82.6,long,mild,10.0,5.0,SOFT>HARD,5.0,0.55,0.15,0.3,0.25,0.0,0.1,0.05,0.25,0,0.00275900716372759
R00198,Monaco,40.0,30.0,21.3,85.1,mid_short,mild,2.0,0.0,HARD>MEDIUM,13.0,0.0,0.35,0.65,0.0,0.35,0.65,0.0,0.0,0,0.0027587566558803338
R16019,Monza,42.0,31.0,24.0,93.0,mid_short,warm,6.0,0.0,SOFT>HARD,7.0,0.4,0.25,0.35,0.35,0.1,0.15,0.15,0.05,0,0.002758602128688786
R16069,Bahrain,46.0,31.0,23.3,89.0,mid,warm,6.0,0.0,HARD>MEDIUM,5.0,0.2,0.35,0.45,0.1,0.15,0.25,0.2,0.1,0,0.002758527114143095
R29208,Silverstone,67.0,32.0,23.9,94.3,long,warm,11.0,7.0,HARD>MEDIUM,4.0,0.45,0.15,0.4,0.15,0.05,0.2,0.0,0.1,0,0.0027583353566895254
R15349,Spa,46.0,27.0,23.2,91.4,mid,mild,6.0,0.0,SOFT>MEDIUM,6.0,0.55,0.2,0.25,0.25,0.1,0.15,0.1,0.3,0,0.002758282614848189
R15029,Silverstone,51.0,27.0,21.1,88.6,mid,mild,6.0,0.0,SOFT>HARD,5.0,0.45,0.4,0.15,0.25,0.2,0.05,0.2,0.2,0,0.0027580913661501144
